,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
131,FV21968,Nevada,,No,Basic,Bachelor,,Employed,F,41611.0,Rural,Married,74.0,14.0,,0.0,8.0,Special Auto,Special L2,Offer1,,113.801497,Four-Door Car,Medsize
132,QA87025,Oregon,5670.442396,No,Basic,Bachelor,1/31/11,Employed,F,28406.0,Urban,Married,72.0,16.0,35.0,1.0,4.0,Personal Auto,Personal L3,Offer1,Call Center,192.87572,Four-Door Car,Medsize
133,TQ13499,Arizona,4731.749346,No,Premium,College,1/2/11,Employed,M,69833.0,Suburban,Married,118.0,32.0,99.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,828.662719,Four-Door Car,Small
134,BU44523,Arizona,,No,Basic,,2/7/11,Unemployed,F,0.0,Suburban,Single,74.0,15.0,91.0,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Web,532.8,Four-Door Car,Small
135,MS41162,Arizona,4022.963529,No,Basic,High School or Below,1/26/11,Unemployed,M,0.0,Suburban,Single,117.0,6.0,1.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,975.107098,SUV,Medsize
136,,Oregon,9618.310865,No,Basic,High School or Below,1/11/11,Employed,F,80536.0,Rural,Married,119.0,5.0,83.0,0.0,3.0,Special Auto,,Offer1,Branch,53.798708,Sports Car,Medsize
137,RB81636,Washington,2274.775451,No,Basic,College,1/15/11,Unemployed,,,Suburban,Single,63.0,2.0,5.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,606.642452,Four-Door Car,Small
138,SX26335,Oregon,,No,Extended,College,2/8/11,Employed,F,97732.0,,Married,79.0,0.0,70.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Branch,289.9122,Four-Door Car,Medsize
139,AZ95587,Arizona,10388.55323,,Extended,Bachelor,1/11/11,Employed,F,61222.0,Urban,,89.0,20.0,55.0,0.0,2.0,Special Auto,Special L3,Offer3,Branch,392.604371,Four-Door Car,
140,DS81757,Oregon,2470.121222,No,Basic,College,1/9/11,Unemployed,,0.0,Suburban,,74.0,7.0,20.0,0.0,1.0,,Personal L1,Offer4,Web,,Two-Door Car,
141,OJ94107,Arizona,5619.068508,No,Premium,Master,2/4/11,,M,50335.0,Urban,Married,140.0,9.0,54.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Call Center,456.52385,SUV,Medsize
142,,California,9047.119209,No,Extended,High School or Below,1/21/11,Unemployed,F,0.0,Suburban,Single,,30.0,11.0,0.0,6.0,Personal Auto,Personal L2,,Branch,1087.995426,Sports Car,Medsize
143,YV64727,Washington,6692.143668,No,Premium,High School or Below,,Employed,M,63221.0,Suburban,Married,168.0,28.0,49.0,0.0,1.0,Corporate Auto,Corporate L3,Offer3,Agent,806.4,SUV,Medsize
144,LM19287,Oregon,3731.504584,Yes,Extended,High School or Below,,Unemployed,F,0.0,Suburban,Married,96.0,,34.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,
145,,Nevada,3660.770258,No,Extended,Bachelor,1/18/11,Employed,M,64495.0,Urban,Married,,34.0,30.0,0.0,1.0,Corporate Auto,Corporate L2,,Web,251.992083,Four-Door Car,Medsize
146,AZ82578,California,7928.829252,No,Basic,College,1/30/11,,F,,Suburban,Married,,7.0,75.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Call Center,345.6,Four-Door Car,Medsize
147,XC67861,Arizona,5011.751577,No,Basic,Bachelor,1/9/11,Employed,F,28859.0,Suburban,Divorced,67.0,24.0,51.0,3.0,4.0,Corporate Auto,Corporate L2,Offer1,Call Center,321.6,Two-Door Car,Medsize
148,YC43143,Arizona,7988.258292,No,Extended,High School or Below,2/1/11,Employed,F,77330.0,Rural,Married,99.0,0.0,21.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Web,99.257608,Four-Door Car,Medsize
149,EK59571,Oregon,3885.456401,,Premium,,2/28/11,,M,0.0,Suburban,Married,105.0,3.0,92.0,0.0,1.0,Corporate Auto,Corporate L2,Offer1,,504.0,Four-Door Car,
150,GD83998,Washington,2659.337982,No,Basic,Bachelor,1/31/11,Employed,M,24495.0,Suburban,Single,70.0,29.0,65.0,,1.0,Personal Auto,Personal L2,Offer4,Branch,336.0,,Small
151,WA25797,Washington,8564.768226,Yes,Basic,High School or Below,2/17/11,Employed,M,95697.0,Rural,Married,107.0,29.0,,0.0,9.0,Personal Auto,Personal L3,Offer2,Agent,178.006524,Sports Car,Medsize
152,PD27940,Arizona,4885.162511,No,,High School or Below,2/12/11,Disabled,M,26372.0,Suburban,Married,126.0,11.0,7.0,,1.0,,Personal L3,Offer4,Agent,604.8,SUV,Medsize
153,BS77946,Arizona,9753.307106,No,Extended,Bachelor,2/24/11,Medical Leave,,17514.0,Rural,Married,127.0,2.0,5.0,0.0,3.0,Personal Auto,Personal L1,Offer1,Branch,,SUV,Medsize
154,YM50253,California,2946.153697,No,Basic,Bachelor,2/1/11,Employed,F,,Urban,Single,74.0,17.0,90.0,,1.0,Personal Auto,Personal L3,Offer2,,316.599228,Four-Door Car,Medsize
155,NR15332,California,2581.110945,No,,High School or Below,2/6/11,Employed,M,29757.0,Suburban,Married,,13.0,55.0,0.0,1.0,,Personal L2,Offer2,Web,312.0,Four-Door Car,Small
156,RC62865,Oregon,3517.385764,No,,College,1/23/11,Employed,M,51814.0,Rural,Single,92.0,28.0,89.0,,1.0,Personal Auto,Personal L2,Offer3,,56.300724,Four-Door Car,Medsize
157,CC15295,Oregon,9743.350113,No,Extended,,1/21/11,Employed,F,24028.0,Suburban,Married,82.0,14.0,27.0,0.0,2.0,Personal Auto,Personal L2,,Agent,393.6,Four-Door Car,Small
158,KA61892,Arizona,3873.647046,Yes,,College,1/20/11,Retired,M,28142.0,Suburban,Married,105.0,18.0,50.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,701.708239,Sports Car,Medsize
159,OS94884,Arizona,7649.28199,No,,Bachelor,1/6/11,Employed,F,52705.0,Rural,Married,64.0,14.0,8.0,1.0,2.0,Personal Auto,Personal L2,Offer1,Web,128.705563,Two-Door Car,Large
160,ND87334,,,No,Basic,High School or Below,2/22/11,Unemployed,M,0.0,Suburban,Married,,1.0,5.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,,679.368378,Two-Door Car,Medsize
161,ML93326,,4475.424592,No,Basic,College,2/27/11,Employed,F,84903.0,Urban,Married,111.0,7.0,63.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,,SUV,Medsize
162,YL74911,California,8714.922135,Yes,Basic,College,2/21/11,Unemployed,F,0.0,Suburban,Divorced,118.0,14.0,64.0,,,Personal Auto,Personal L3,,Agent,566.4,SUV,Medsize
163,JP69864,Washington,2248.449633,Yes,Basic,Bachelor,1/29/11,Retired,F,24910.0,Suburban,Single,63.0,7.0,63.0,1.0,1.0,Personal Auto,,Offer1,Branch,347.857619,Four-Door Car,Medsize
164,HL53154,California,7416.197322,No,Extended,Bachelor,2/22/11,Unemployed,M,0.0,Suburban,Single,77.0,15.0,12.0,2.0,2.0,Personal Auto,Personal L3,Offer1,Agent,554.4,,Medsize
165,RI78966,Oregon,,No,Basic,Master,2/21/11,Medical Leave,M,21876.0,Suburban,Married,68.0,12.0,28.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,465.41477,Four-Door Car,Small
166,IC13702,California,6968.3419,No,Basic,Bachelor,1/10/11,Unemployed,F,0.0,Suburban,Single,69.0,33.0,61.0,1.0,2.0,Personal Auto,,Offer1,Agent,496.8,Four-Door Car,Small
167,BE10809,,4250.282624,Yes,Basic,High School or Below,1/18/11,Unemployed,F,0.0,Suburban,Single,61.0,17.0,1.0,1.0,7.0,,Personal L1,Offer1,Agent,292.8,Four-Door Car,Small
168,HT87217,Oregon,19776.56654,No,Extended,High School or Below,1/16/11,,F,70699.0,Urban,Divorced,82.0,1.0,57.0,0.0,2.0,Personal Auto,Personal L2,Offer3,,256.813837,Four-Door Car,Medsize
169,TH95618,California,21343.46599,No,Basic,High School or Below,1/6/11,Unemployed,F,0.0,Suburban,Married,74.0,,85.0,,2.0,Personal Auto,Personal L2,Offer1,Agent,,Four-Door Car,Medsize
170,TS19868,California,,,Basic,College,1/27/11,Medical Leave,M,27501.0,Suburban,Married,63.0,,0.0,0.0,1.0,,,Offer4,Branch,542.319401,Four-Door Car,
171,LP45550,Oregon,15363.84716,No,Premium,,,Disabled,F,15897.0,,Divorced,101.0,30.0,99.0,,2.0,Personal Auto,,Offer2,Agent,303.148399,Four-Door Car,Medsize
172,QR87004,,8456.961887,No,Basic,,1/9/11,Employed,F,25141.0,Rural,Divorced,73.0,12.0,4.0,1.0,2.0,Personal Auto,Personal L3,Offer3,Agent,25.438063,Four-Door Car,Medsize
173,,Nevada,2189.642522,No,Basic,College,1/28/11,,,,Suburban,Married,61.0,5.0,,3.0,1.0,,Personal L2,Offer3,Agent,292.8,Four-Door Car,Small
174,,California,5780.182197,Yes,,High School or Below,,Employed,M,51066.0,Suburban,Single,74.0,23.0,0.0,0.0,8.0,Personal Auto,Personal L2,Offer2,Call Center,,Four-Door Car,Medsize
175,AB72731,California,4639.981638,No,,Bachelor,1/4/11,,F,28358.0,,,117.0,24.0,37.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,84.024413,Sports Car,Medsize
176,RU49126,Washington,4465.335703,No,Basic,,2/1/11,Employed,,61846.0,Rural,Married,112.0,1.0,48.0,0.0,1.0,Personal Auto,,Offer2,Agent,215.8182,,Medsize
177,IS12901,Arizona,5968.118877,No,,Bachelor,1/27/11,Employed,F,90972.0,Urban,Married,74.0,3.0,47.0,0.0,8.0,Personal Auto,,Offer2,Call Center,232.926145,Two-Door Car,Medsize
178,IX37561,Washington,5097.763337,No,Basic,College,2/14/11,Unemployed,F,0.0,Suburban,Single,74.0,3.0,95.0,0.0,7.0,Personal Auto,,Offer3,Web,532.8,,
179,HH90090,California,4076.634665,No,Basic,Bachelor,1/23/11,Employed,F,29549.0,Suburban,Divorced,104.0,17.0,51.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,710.433775,Sports Car,Small
180,IU25463,,12252.60179,No,Premium,,2/18/11,,F,0.0,Suburban,Married,115.0,12.0,17.0,1.0,2.0,Personal Auto,Personal L2,Offer1,Agent,552.0,Four-Door Car,
181,KC11055,Nevada,16936.27147,No,Extended,Bachelor,1/24/11,Employed,F,39411.0,Suburban,Married,217.0,4.0,29.0,,4.0,Personal Auto,Personal L3,Offer3,Branch,1122.658899,Luxury Car,Medsize
182,PD33979,Oregon,4892.435461,No,Basic,High School or Below,2/18/11,Employed,M,21709.0,Suburban,Married,62.0,28.0,17.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Branch,408.374746,Four-Door Car,Large
183,,Nevada,9942.304791,No,Extended,Bachelor,1/19/11,Employed,M,67890.0,Suburban,Single,85.0,23.0,57.0,0.0,2.0,Personal Auto,Personal L2,Offer4,Agent,408.0,Four-Door Car,
184,AB13432,California,,No,,Bachelor,1/4/11,Unemployed,,0.0,Suburban,Single,110.0,3.0,16.0,0.0,1.0,Personal Auto,Personal L3,,Agent,792.0,SUV,Medsize
185,,California,13117.52215,,Basic,High School or Below,2/7/11,Employed,F,84311.0,Suburban,Single,111.0,11.0,,,2.0,Personal Auto,,Offer3,Call Center,532.8,SUV,Small
186,UF46533,California,4574.524094,No,Basic,College,1/30/11,Employed,F,99316.0,Suburban,Single,,26.0,53.0,0.0,1.0,Corporate Auto,,Offer2,Branch,754.358929,SUV,Medsize
187,,Arizona,5470.060561,Yes,Extended,Bachelor,2/17/11,Employed,F,54507.0,Suburban,Married,138.0,20.0,11.0,0.0,1.0,,Personal L1,Offer2,Agent,702.990032,SUV,Medsize
188,GK73582,California,2978.84601,,Extended,Bachelor,1/13/11,Employed,F,64586.0,Urban,Single,76.0,3.0,17.0,0.0,1.0,Personal Auto,,Offer3,Branch,206.837111,Four-Door Car,Medsize
189,RV98763,,6410.967544,No,,College,2/8/11,Employed,M,61709.0,Urban,Married,,5.0,41.0,2.0,7.0,,Personal L3,,Branch,275.395894,Four-Door Car,Medsize
190,II62831,California,4479.023088,No,Basic,Master,1/29/11,,M,94656.0,Urban,Married,111.0,12.0,79.0,1.0,1.0,Special Auto,Special L2,Offer4,Web,459.738128,SUV,Medsize
191,XK33449,California,2383.731879,,Basic,High School or Below,2/5/11,,F,0.0,Suburban,Single,69.0,5.0,40.0,,1.0,,Special L3,Offer4,Branch,496.8,Two-Door Car,Small
192,TR85083,California,2764.493659,No,Basic,Bachelor,1/20/11,Employed,M,61085.0,,Married,,27.0,34.0,1.0,1.0,,,Offer2,Branch,336.0,Two-Door Car,Medsize
193,EO95328,Oregon,7920.105377,No,Basic,Bachelor,1/27/11,Employed,F,,Suburban,Married,67.0,7.0,31.0,3.0,2.0,Personal Auto,Personal L2,Offer4,Agent,321.6,,Small
194,EN21086,Arizona,6889.097981,No,Basic,High School or Below,1/9/11,Unemployed,F,0.0,,Divorced,63.0,,12.0,0.0,,Personal Auto,,Offer1,Branch,302.4,Four-Door Car,Small
195,YL83902,Washington,,No,Extended,Bachelor,,Employed,F,31686.0,Suburban,Married,81.0,,,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,,Four-Door Car,Small
196,AZ62651,Oregon,9951.707743,No,Premium,,,Employed,M,56855.0,Suburban,Single,255.0,,1.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Web,1836.0,Luxury SUV,Medsize
197,ZW25874,Oregon,2521.555686,,Basic,Bachelor,2/16/11,,M,,Rural,Single,67.0,,45.0,2.0,1.0,Special Auto,Special L3,Offer1,Branch,67.632476,Four-Door Car,Medsize
198,EH41854,Washington,23706.11337,No,Extended,High School or Below,2/10/11,Unemployed,F,0.0,Suburban,Single,96.0,,35.0,1.0,2.0,Personal Auto,Personal L1,Offer3,Branch,844.481918,Two-Door Car,Medsize
199,MW70227,California,6047.02516,,Extended,,2/19/11,,M,,Suburban,Married,76.0,15.0,60.0,1.0,4.0,,Personal L1,Offer1,,364.8,Four-Door Car,
200,SL22297,California,11140.30248,No,Premium,Master,1/21/11,Disabled,F,,Suburban,Single,150.0,30.0,28.0,0.0,3.0,Personal Auto,,Offer1,Call Center,,SUV,Medsize
201,RV14138,Nevada,4334.064096,Yes,,Bachelor,2/27/11,Retired,F,23904.0,Suburban,Single,123.0,,67.0,3.0,1.0,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize
202,UO62808,Arizona,2799.74791,No,Basic,High School or Below,2/4/11,Employed,F,65351.0,Suburban,,,4.0,54.0,0.0,1.0,Corporate Auto,Corporate L1,,Call Center,481.027516,Four-Door Car,Medsize
203,,California,7923.136624,No,Basic,College,1/18/11,Unemployed,M,0.0,Suburban,Single,113.0,20.0,1.0,0.0,7.0,Personal Auto,Personal L2,,Agent,1124.427734,SUV,Medsize
204,FL34139,California,3688.110888,No,Basic,High School or Below,,Unemployed,M,0.0,Suburban,Single,63.0,0.0,54.0,3.0,7.0,Personal Auto,Personal L2,Offer1,Call Center,669.682001,Four-Door Car,Medsize
205,TS11219,California,12067.45599,,Basic,,1/2/11,Unemployed,,0.0,Suburban,Single,116.0,,35.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,1284.093173,SUV,Medsize
206,XX12304,California,2924.976721,No,Basic,College,1/9/11,Employed,F,,,Married,72.0,16.0,64.0,0.0,,Personal Auto,Personal L1,Offer2,Branch,240.259479,Four-Door Car,Medsize
207,SD64087,California,15014.0927,No,Premium,College,1/19/11,Employed,M,32961.0,Suburban,Married,,13.0,53.0,,3.0,Corporate Auto,Corporate L2,Offer1,Branch,912.0,,Small
208,OY38576,,9277.233839,No,Basic,High School or Below,1/11/11,Employed,F,71416.0,Suburban,Divorced,116.0,10.0,0.0,0.0,3.0,Corporate Auto,Corporate L3,Offer2,Agent,556.8,SUV,Medsize
209,BG76355,Washington,6274.123875,No,Extended,Bachelor,,Employed,F,,Rural,,78.0,15.0,6.0,0.0,3.0,Personal Auto,Personal L3,Offer3,Web,115.086827,Four-Door Car,Medsize
210,IP66913,California,3886.647414,No,Extended,High School or Below,1/11/11,Employed,,78108.0,Suburban,Single,98.0,12.0,34.0,0.0,,Personal Auto,Personal L3,Offer2,Agent,470.4,Two-Door Car,Small
211,LE95702,California,4386.277558,Yes,Basic,College,2/11/11,Retired,M,10621.0,Suburban,Single,67.0,28.0,22.0,,5.0,Special Auto,Special L3,Offer1,Agent,321.6,Four-Door Car,Medsize
212,KX54357,Washington,11365.26766,,Extended,College,1/22/11,Employed,M,84910.0,,Married,95.0,4.0,69.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Web,383.167471,Two-Door Car,Small
213,EZ78112,California,,,Basic,High School or Below,2/24/11,Employed,,77493.0,Urban,,70.0,2.0,35.0,0.0,3.0,Special Auto,Special L3,Offer1,Agent,307.963291,Four-Door Car,
214,XN16891,Arizona,,,Basic,College,2/28/11,Employed,M,81097.0,Suburban,Divorced,74.0,7.0,67.0,0.0,1.0,Personal Auto,Personal L1,Offer4,Agent,355.2,Four-Door Car,Small
215,XK31350,Oregon,6915.729915,No,Extended,College,1/25/11,Employed,F,96610.0,Suburban,Married,85.0,6.0,23.0,0.0,3.0,Corporate Auto,Corporate L1,Offer4,Call Center,520.364752,Four-Door Car,Large
216,,Oregon,6262.663307,No,,College,,Employed,M,30110.0,Urban,Married,159.0,20.0,71.0,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Agent,466.436375,Sports Car,Small
217,IT78748,Oregon,6503.397049,Yes,,High School or Below,2/19/11,Disabled,F,22081.0,,Married,84.0,1.0,9.0,0.0,6.0,Special Auto,Special L3,Offer1,Agent,451.670309,Two-Door Car,Small
218,KY33386,Washington,8007.399376,Yes,Basic,High School or Below,1/2/11,Unemployed,F,0.0,Suburban,Divorced,112.0,12.0,,0.0,3.0,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize
219,CO44221,California,2929.916512,No,Basic,College,1/2/11,Employed,M,98473.0,,Married,72.0,19.0,69.0,0.0,1.0,Personal Auto,,Offer2,Branch,345.6,Four-Door Car,Medsize
220,LK60013,Oregon,5969.55297,,Basic,Bachelor,1/26/11,Employed,F,97431.0,Suburban,Married,74.0,1.0,72.0,,3.0,Personal Auto,Personal L2,Offer3,Branch,355.2,Four-Door Car,
221,DE21533,California,5473.15987,No,Basic,,,Employed,M,93870.0,Suburban,Divorced,,1.0,96.0,0.0,8.0,Personal Auto,Personal L2,Offer1,Call Center,331.2,Four-Door Car,Medsize
222,YS94121,Nevada,5645.396665,No,Basic,High School or Below,2/27/11,Employed,M,,Suburban,Divorced,72.0,,5.0,0.0,9.0,Personal Auto,Personal L1,Offer1,,428.734656,Four-Door Car,Small
223,UK68427,Washington,6369.262355,Yes,Extended,High School or Below,1/20/11,Employed,M,34498.0,Suburban,Single,83.0,30.0,72.0,0.0,7.0,Personal Auto,Personal L3,Offer2,,398.4,Two-Door Car,
224,TE49565,,11833.76732,No,,College,1/17/11,Disabled,F,,Suburban,,103.0,23.0,53.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Call Center,494.4,SUV,Small
225,RA88421,Oregon,6121.107929,No,,College,1/17/11,Employed,F,26787.0,Suburban,Married,77.0,,50.0,0.0,5.0,Personal Auto,Personal L3,Offer3,Branch,369.6,Four-Door Car,Medsize
226,KQ51983,,5159.369746,No,Basic,College,2/24/11,Unemployed,,0.0,Suburban,Single,74.0,2.0,42.0,0.0,9.0,Personal Auto,Personal L1,Offer1,Branch,831.752839,Two-Door Car,Medsize
227,CD88896,Nevada,,Yes,Basic,High School or Below,2/14/11,Employed,F,,Rural,Single,65.0,15.0,58.0,0.0,1.0,Corporate Auto,,Offer2,Agent,156.124914,Four-Door Car,Medsize
228,YV22553,Arizona,8668.611261,No,Basic,High School or Below,2/20/11,Employed,M,21474.0,Urban,Married,114.0,13.0,72.0,2.0,9.0,Corporate Auto,Corporate L3,Offer1,Agent,373.428187,SUV,Small
229,WU14435,California,4960.965384,No,Basic,Bachelor,2/19/11,Disabled,,18174.0,Suburban,Married,66.0,8.0,16.0,0.0,9.0,Corporate Auto,Corporate L1,Offer1,,395.934815,Four-Door Car,Small
230,XV84099,Arizona,5504.139033,Yes,Basic,,2/8/11,Unemployed,F,0.0,,Married,73.0,18.0,45.0,0.0,5.0,Corporate Auto,Corporate L1,Offer1,,350.4,Four-Door Car,Medsize
231,RI24911,Arizona,7507.455372,Yes,Basic,College,2/6/11,Employed,M,,Urban,Single,64.0,10.0,61.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,231.201886,Two-Door Car,Medsize
232,KO26461,Arizona,32269.85139,,Extended,High School or Below,2/27/11,Employed,M,41520.0,Urban,Married,90.0,18.0,70.0,0.0,2.0,Personal Auto,Personal L2,Offer1,,289.904105,Four-Door Car,Medsize
233,HI14283,Oregon,5657.031588,No,Premium,Bachelor,2/1/11,Unemployed,,0.0,Suburban,Married,152.0,12.0,89.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Web,729.6,SUV,Small
234,PT50227,Arizona,5061.757902,No,Basic,High School or Below,2/23/11,Unemployed,,,Suburban,Married,68.0,19.0,16.0,0.0,8.0,Personal Auto,Personal L3,Offer3,Call Center,,Two-Door Car,Medsize
235,BH36570,California,5912.783829,No,Basic,Bachelor,1/11/11,Employed,M,72208.0,,Married,73.0,3.0,,0.0,8.0,,Personal L3,Offer1,Branch,350.4,Two-Door Car,Small
236,TX17484,California,,No,Basic,Bachelor,2/10/11,,F,53863.0,Rural,Married,63.0,12.0,30.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Web,105.765111,Four-Door Car,Large
237,CT41158,Washington,10747.03094,,Extended,College,2/25/11,Employed,M,66446.0,Urban,Divorced,,8.0,77.0,0.0,3.0,Corporate Auto,Corporate L1,Offer2,Branch,639.464548,SUV,Large
238,AO87348,Washington,2050.623512,No,,College,,Unemployed,M,0.0,Suburban,Single,61.0,18.0,26.0,0.0,1.0,Personal Auto,,Offer2,Agent,292.8,Four-Door Car,Small
239,DE55857,Washington,2465.444865,No,Basic,Bachelor,1/30/11,Employed,F,64997.0,Suburban,Single,63.0,7.0,99.0,1.0,1.0,Personal Auto,Personal L3,Offer2,Agent,383.442328,Four-Door Car,Small
240,LF66923,,5343.121327,No,Basic,High School or Below,2/11/11,,F,64460.0,Suburban,Married,66.0,18.0,42.0,0.0,3.0,Corporate Auto,Corporate L3,Offer2,Agent,316.8,Two-Door Car,Small
241,CN24514,Arizona,8119.829071,No,Basic,College,1/14/11,Employed,F,46618.0,Rural,,67.0,22.0,77.0,0.0,2.0,Personal Auto,Personal L1,Offer3,Agent,99.085943,Four-Door Car,Large
242,UW32074,Oregon,,No,Basic,College,2/14/11,Unemployed,,0.0,Suburban,Divorced,64.0,13.0,64.0,0.0,4.0,,,Offer1,Branch,307.2,Four-Door Car,Small
243,HP36979,California,6408.785577,No,Extended,College,2/3/11,Employed,M,49988.0,Suburban,Married,84.0,6.0,37.0,5.0,5.0,Personal Auto,Personal L2,Offer2,Web,566.935022,,Large
244,PP40919,California,2376.533508,No,Extended,College,1/31/11,Unemployed,F,0.0,Suburban,Single,91.0,2.0,8.0,5.0,1.0,Personal Auto,,Offer1,Agent,436.8,Two-Door Car,Medsize
245,RO73268,California,,No,Extended,Bachelor,2/15/11,Disabled,M,16269.0,Suburban,Divorced,86.0,6.0,84.0,,1.0,Corporate Auto,Corporate L2,Offer3,Agent,412.8,Two-Door Car,Medsize
246,HO61691,Arizona,5094.522262,No,Basic,,2/27/11,Employed,F,72006.0,Suburban,Divorced,64.0,4.0,38.0,0.0,3.0,Personal Auto,,Offer4,Agent,307.2,,Medsize
247,BS13062,Arizona,25755.27817,No,Extended,,1/21/11,Unemployed,F,0.0,Suburban,,81.0,3.0,60.0,2.0,2.0,Personal Auto,Personal L2,Offer4,Call Center,388.8,Four-Door Car,Small
248,,Oregon,8672.229719,,Extended,Bachelor,1/14/11,Unemployed,M,0.0,Suburban,Single,245.0,34.0,83.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Branch,2345.413441,,Medsize
249,,California,8044.73072,No,Basic,Master,1/25/11,Employed,M,44320.0,Suburban,Married,,13.0,79.0,0.0,2.0,,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medsize
250,IA63417,Arizona,4001.519098,No,Premium,High School or Below,2/2/11,Retired,F,19782.0,Suburban,Divorced,108.0,,66.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Web,773.470977,Two-Door Car,Medsize
251,BH35016,Nevada,16706.11699,,Basic,Bachelor,2/9/11,Employed,F,,Suburban,Divorced,70.0,35.0,98.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Call Center,424.883448,Two-Door Car,Medsize
252,PK52952,Arizona,8544.411077,No,,Doctor,2/28/11,Employed,M,28224.0,Suburban,Single,109.0,13.0,13.0,0.0,8.0,Personal Auto,Personal L3,Offer1,Call Center,523.2,SUV,Medsize
253,,Washington,7805.31287,Yes,Basic,College,1/27/11,Retired,F,21073.0,Suburban,Divorced,106.0,25.0,54.0,1.0,3.0,Personal Auto,Personal L3,Offer1,Agent,508.8,SUV,Small
254,IL28481,Oregon,6112.756868,No,Extended,Bachelor,2/19/11,Employed,M,63243.0,Urban,Married,77.0,21.0,73.0,0.0,3.0,Personal Auto,Personal L3,Offer4,Call Center,364.240307,Four-Door Car,
255,GY55092,Nevada,4772.943848,Yes,Extended,High School or Below,2/18/11,Retired,M,20993.0,Suburban,Divorced,133.0,35.0,90.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,638.4,,Medsize
256,,Oregon,10979.09559,No,Extended,Bachelor,2/14/11,Employed,F,94827.0,Urban,Married,135.0,5.0,64.0,0.0,4.0,Personal Auto,Personal L3,Offer1,Agent,354.729129,SUV,Medsize
257,CF15558,,5004.263818,No,Basic,Master,1/30/11,Employed,F,39161.0,Urban,Married,63.0,18.0,,,4.0,Personal Auto,Personal L3,Offer2,Call Center,283.995953,Two-Door Car,Small
258,JM62924,Washington,13223.04379,No,Extended,,2/9/11,,M,37534.0,Suburban,Married,84.0,2.0,0.0,2.0,2.0,Personal Auto,Personal L3,Offer3,Branch,403.2,Four-Door Car,Medsize
259,EM66435,,2623.31543,No,Basic,Bachelor,2/6/11,Employed,F,80210.0,Rural,Divorced,65.0,,28.0,,1.0,Corporate Auto,,Offer1,Agent,20.543176,Four-Door Car,Medsize
