,State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
213,IL,151.0,408,No,No,0,134.5,88,22.87,143.1,112.0,12.16,223.9,61,10.08,15.4,1,4.16,1.0,False
214,NM,,415,No,No,0,143.3,103,24.36,211.3,108.0,17.96,185.2,96,8.33,11.5,3,3.11,,False
215,WV,114.0,510,No,Yes,30,206.2,79,,260.0,91.0,22.1,291.6,83,13.12,11.4,6,3.08,1.0,False
216,RI,114.0,510,No,Yes,28,225.8,94,38.39,193.0,117.0,16.41,232.4,100,,8.4,9,2.27,4.0,False
217,NH,119.0,408,No,No,0,138.3,89,23.51,170.5,,14.49,263.9,98,11.88,13.5,6,3.65,3.0,False
218,MA,118.0,408,Yes,No,0,160.0,123,27.2,175.4,96.0,14.91,184.8,99,8.32,9.9,3,2.67,2.0,False
219,PA,101.0,415,No,No,0,206.6,105,35.12,224.9,117.0,19.12,249.9,100,,14.6,3,3.94,0.0,False
220,OK,117.0,415,No,No,0,134.7,121,22.9,180.0,83.0,15.3,200.9,104,9.04,7.7,3,2.08,1.0,False
221,AL,49.0,415,No,Yes,28,214.4,78,36.45,235.2,100.0,19.99,206.2,107,9.28,8.0,13,2.16,3.0,False
222,WY,,415,No,No,0,192.8,104,32.78,234.4,96.0,19.92,203.2,101,9.14,13.0,3,3.51,3.0,False
223,PA,92.0,408,No,Yes,28,151.1,90,25.69,194.8,79.0,16.56,239.2,114,10.76,10.0,3,2.7,1.0,False
224,HI,148.0,510,Yes,No,0,218.9,88,37.21,208.0,,17.68,203.3,99,9.15,11.1,4,3.0,0.0,False
225,AL,131.0,415,No,Yes,25,192.7,85,32.76,225.9,105.0,19.2,254.2,59,11.44,10.9,6,2.94,2.0,False
226,VT,146.0,510,Yes,No,0,204.4,135,34.75,219.1,90.0,18.62,222.7,114,10.02,10.5,6,2.84,3.0,False
227,AK,48.0,415,No,Yes,37,211.7,115,35.99,159.9,,13.59,144.1,80,6.48,12.2,1,3.29,1.0,False
228,MI,86.0,415,No,Yes,28,221.6,74,37.67,288.4,100.0,24.51,240.3,105,10.81,9.0,2,2.43,1.0,False
229,DE,71.0,415,No,No,0,197.9,108,33.64,181.5,109.0,15.43,281.4,56,12.66,6.7,5,1.81,3.0,False
230,MI,137.0,510,No,No,0,206.4,122,35.09,128.0,102.0,10.88,194.5,84,8.75,8.8,5,2.38,2.0,False
231,KS,137.0,408,No,No,0,205.9,88,35.0,209.3,86.0,17.79,289.9,84,13.05,14.5,4,3.92,2.0,False
232,AL,167.0,510,No,No,0,207.6,88,35.29,132.4,63.0,11.25,255.2,98,11.48,14.1,5,3.81,0.0,False
233,NE,132.0,510,No,No,0,99.5,110,,129.1,80.0,10.97,125.1,124,5.63,9.7,3,2.62,0.0,False
234,WI,94.0,510,No,No,0,177.1,112,,194.0,112.0,16.49,146.7,108,,5.9,4,1.59,1.0,False
235,WI,96.0,510,No,Yes,18,172.7,86,29.36,133.4,113.0,11.34,259.5,70,,9.8,3,2.65,1.0,False
236,IN,166.0,510,No,No,0,204.2,115,34.71,179.9,152.0,15.29,216.8,109,,9.5,5,2.57,1.0,False
237,DC,74.0,415,No,No,0,85.7,83,14.57,247.7,67.0,21.05,142.4,85,6.41,10.1,5,2.73,2.0,False
238,AR,36.0,415,No,No,0,157.6,117,26.79,184.3,58.0,15.67,240.4,99,10.82,11.9,1,3.21,0.0,False
239,ME,113.0,415,No,No,0,215.5,129,36.64,218.7,117.0,18.59,207.1,91,9.32,6.6,9,1.78,4.0,False
240,MD,67.0,415,No,No,0,171.7,80,29.19,110.4,81.0,9.38,195.4,111,8.79,11.9,4,3.21,2.0,False
241,IA,,415,No,No,0,158.0,106,26.86,292.5,114.0,24.86,241.1,89,10.85,9.1,4,2.46,1.0,False
242,AZ,136.0,510,No,No,0,92.0,117,15.64,253.6,77.0,21.56,214.1,90,9.63,10.3,10,2.78,1.0,False
243,MO,196.0,415,No,No,0,234.0,109,39.78,249.5,114.0,21.21,173.1,70,7.79,9.1,5,2.46,2.0,False
244,VT,113.0,415,No,No,0,272.1,111,,268.5,118.0,22.82,213.8,105,9.62,8.5,10,2.3,1.0,True
245,RI,112.0,510,No,No,0,194.4,101,33.05,190.3,,16.18,183.4,107,8.25,11.4,2,3.08,0.0,False
246,SD,209.0,415,No,No,0,227.2,128,38.62,258.4,92.0,21.96,183.5,74,8.26,8.9,4,2.4,3.0,False
247,MN,,415,No,No,0,248.7,109,42.28,220.0,118.0,18.7,265.7,78,11.96,13.2,2,3.56,,True
248,TX,110.0,415,No,Yes,38,236.3,102,40.17,195.9,,16.65,183.5,82,8.26,9.7,6,2.62,1.0,False
249,VA,16.0,510,No,No,0,205.6,69,,169.5,93.0,14.41,220.1,64,9.9,10.9,3,2.94,0.0,False
250,MA,73.0,408,No,No,0,94.1,136,16.0,280.3,122.0,23.83,205.0,77,,9.8,4,2.65,0.0,False
251,ID,128.0,408,No,No,0,125.2,99,,205.4,107.0,17.46,254.4,111,11.45,18.9,2,5.1,0.0,False
252,MA,39.0,408,No,No,0,60.4,158,10.27,306.2,,26.03,123.9,46,,12.4,3,3.35,1.0,False
253,GA,103.0,415,No,Yes,28,121.0,105,20.57,270.4,100.0,22.98,160.5,76,7.22,7.7,4,2.08,2.0,False
254,RI,119.0,415,No,Yes,29,117.8,66,,256.8,114.0,21.83,147.6,76,6.64,7.6,3,2.05,3.0,False
255,ID,,510,No,Yes,21,232.4,96,39.51,211.9,118.0,18.01,273.0,102,12.29,5.0,5,1.35,3.0,False
256,SD,128.0,510,Yes,Yes,32,223.5,81,38.0,188.8,74.0,16.05,154.9,101,6.97,9.4,2,2.54,2.0,True
257,MA,86.0,510,No,No,0,176.3,79,,259.2,97.0,22.03,287.4,78,12.93,6.2,3,1.67,0.0,False
258,WY,114.0,415,No,Yes,32,125.2,79,21.28,177.8,105.0,15.11,232.4,89,10.46,12.9,3,3.48,1.0,False
259,VA,104.0,408,No,No,0,138.7,107,,256.9,,21.84,234.9,74,10.57,10.0,3,2.7,0.0,False
260,OR,148.0,415,No,No,0,86.3,134,14.67,246.6,92.0,20.96,251.6,91,11.32,11.3,4,3.05,1.0,False
261,VA,129.0,408,No,No,0,207.0,91,35.19,154.9,121.0,13.17,245.1,112,,13.4,5,3.62,3.0,False
262,ME,100.0,510,No,Yes,30,58.8,104,10.0,219.5,107.0,18.66,152.3,118,6.85,7.1,3,1.92,0.0,False
263,GA,143.0,408,No,Yes,33,239.2,109,40.66,235.5,112.0,20.02,156.3,95,7.03,9.5,4,2.57,1.0,False
264,IA,76.0,510,No,No,0,198.3,130,33.71,217.1,86.0,18.45,188.4,96,8.48,12.5,3,3.38,0.0,False
265,AZ,158.0,510,No,No,0,205.2,97,,240.6,77.0,20.45,79.7,108,3.59,14.4,12,3.89,0.0,False
266,FL,116.0,510,No,No,0,192.1,98,32.66,312.9,135.0,26.6,130.2,94,5.86,7.9,2,2.13,3.0,False
267,MT,54.0,415,No,No,0,272.6,83,46.34,248.7,74.0,21.14,197.4,111,,9.5,2,2.57,1.0,True
268,AL,86.0,415,No,No,0,128.3,121,21.81,197.1,93.0,16.75,138.4,152,6.23,12.2,5,3.29,7.0,True
269,DE,108.0,510,No,No,0,169.6,99,28.83,264.1,87.0,22.45,206.3,78,9.28,9.3,4,2.51,0.0,False
270,MT,66.0,510,No,No,0,201.3,95,34.22,152.8,66.0,12.99,233.2,101,10.49,7.5,4,2.03,1.0,False
271,KY,151.0,408,No,Yes,17,214.7,97,36.5,138.5,90.0,11.77,169.1,44,7.61,8.6,4,2.32,1.0,False
272,SC,99.0,510,No,No,0,169.2,70,28.76,271.5,77.0,23.08,170.2,104,7.66,10.6,2,2.86,,False
273,WA,55.0,415,No,No,0,194.1,121,,176.6,110.0,15.01,302.8,136,13.63,7.0,7,1.89,2.0,False
274,AK,78.0,408,No,No,0,225.1,67,38.27,199.2,127.0,16.93,175.5,102,7.9,14.6,2,3.94,0.0,False
275,GA,89.0,415,No,No,0,213.0,63,36.21,176.6,71.0,15.01,262.6,126,11.82,9.1,1,2.46,1.0,True
276,MN,101.0,415,No,No,0,183.9,115,31.26,255.9,,21.75,275.0,145,12.38,10.8,11,2.92,1.0,False
277,IL,44.0,415,No,Yes,34,221.8,105,,161.7,85.0,13.74,227.7,62,10.25,14.0,7,3.78,0.0,False
278,IN,98.0,408,No,Yes,21,64.6,98,10.98,176.1,86.0,14.97,244.8,84,11.02,0.0,0,0.0,2.0,False
279,SC,64.0,510,No,Yes,37,154.6,92,26.28,83.4,103.0,7.09,165.9,99,7.47,13.3,3,3.59,1.0,False
280,VA,141.0,415,No,No,0,260.2,131,44.23,179.2,120.0,15.23,135.0,119,6.08,7.2,8,1.94,3.0,False
281,WI,81.0,415,No,Yes,33,161.6,117,27.47,123.0,90.0,10.46,261.3,101,11.76,12.2,5,3.29,1.0,False
282,VT,162.0,510,No,No,0,220.6,117,37.5,155.2,121.0,13.19,186.7,89,,10.5,11,2.84,1.0,False
283,AZ,83.0,415,No,Yes,41,155.9,122,26.5,162.3,107.0,13.8,127.6,105,5.74,13.1,5,3.54,3.0,False
284,FL,100.0,510,No,No,0,107.0,63,18.19,105.7,67.0,8.98,243.1,74,10.94,12.8,3,3.46,4.0,True
285,AK,59.0,510,No,No,0,182.5,104,31.03,204.7,95.0,17.4,229.9,100,10.35,11.3,8,3.05,,False
286,AR,179.0,415,Yes,Yes,38,220.1,78,37.42,234.3,71.0,19.92,237.3,85,10.68,10.1,4,2.73,4.0,False
287,AR,79.0,408,No,No,0,152.2,112,25.87,177.2,132.0,15.06,96.4,87,4.34,5.3,3,1.43,1.0,False
288,AK,117.0,415,No,No,0,181.5,95,30.86,205.1,88.0,17.43,204.0,82,9.18,14.7,9,3.97,2.0,False
289,ME,31.0,415,No,No,0,166.1,105,,79.3,93.0,6.74,213.7,98,9.62,12.7,2,3.43,1.0,False
290,NM,122.0,408,No,Yes,23,134.2,85,22.81,227.3,132.0,19.32,122.4,96,5.51,8.5,2,2.3,2.0,False
291,NE,37.0,408,Yes,Yes,39,149.7,122,25.45,211.1,75.0,17.94,114.3,90,5.14,9.2,4,2.48,1.0,False
292,SC,90.0,408,No,Yes,29,150.1,109,25.52,264.7,103.0,22.5,178.4,97,,5.8,4,1.57,,False
293,CO,159.0,408,Yes,No,0,257.1,53,,312.2,127.0,26.54,183.0,82,8.24,8.8,6,2.38,1.0,True
294,OH,39.0,415,No,Yes,36,141.7,121,24.09,232.3,113.0,19.75,222.1,131,9.99,12.0,5,3.24,1.0,False
295,OK,194.0,408,No,No,0,162.3,88,27.59,213.7,118.0,18.16,192.1,81,8.64,10.9,2,2.94,0.0,False
296,CO,154.0,415,No,No,0,350.8,75,,216.5,,18.4,253.9,100,11.43,10.1,9,2.73,,True
297,NC,112.0,415,No,No,0,193.3,96,32.86,264.1,123.0,22.45,128.6,115,5.79,9.1,3,2.46,4.0,False
298,MD,45.0,415,No,No,0,78.2,127,13.29,253.4,,21.54,255.0,100,11.48,18.0,3,4.86,1.0,False
299,KS,132.0,415,No,No,0,83.4,110,14.18,232.2,137.0,19.74,146.7,114,6.6,7.6,5,2.05,1.0,False
300,MA,128.0,415,No,No,0,195.6,99,33.25,267.8,120.0,22.76,164.9,76,7.42,16.0,2,4.32,0.0,False
301,NM,56.0,408,No,No,0,197.0,110,33.49,222.8,102.0,18.94,225.3,91,,10.6,6,2.86,2.0,False
302,CA,151.0,415,Yes,No,0,218.0,57,37.06,114.4,88.0,9.72,269.2,95,12.11,12.4,1,3.35,0.0,True
303,NY,32.0,415,No,No,0,164.8,98,28.02,229.9,96.0,19.54,167.3,108,7.53,14.8,2,4.0,2.0,False
304,AZ,,415,No,No,0,179.2,77,,210.7,99.0,17.91,276.9,58,12.46,9.2,6,2.48,2.0,False
305,DC,138.0,415,No,No,0,170.5,87,28.99,118.2,116.0,10.05,187.9,111,8.46,11.2,7,3.02,2.0,False
306,ND,79.0,408,No,No,0,205.7,123,34.97,214.5,,18.23,226.1,106,10.17,6.7,18,1.81,1.0,False
307,MO,95.0,415,Yes,No,0,165.5,84,28.14,286.2,112.0,24.33,198.9,89,8.95,11.5,2,3.11,1.0,True
308,KS,,415,No,No,0,221.0,100,37.57,160.7,113.0,13.66,233.1,96,,6.8,4,1.84,2.0,False
309,SD,137.0,510,No,No,0,242.1,118,41.16,191.0,93.0,16.24,218.6,50,9.84,14.7,2,3.97,3.0,False
310,OK,97.0,415,No,No,0,151.6,107,25.77,155.4,96.0,13.21,240.0,112,10.8,14.7,4,3.97,1.0,False
311,OR,149.0,415,Yes,No,0,176.2,87,29.95,145.0,,12.33,249.5,92,11.23,5.7,4,1.54,0.0,False
312,IN,117.0,415,Yes,Yes,22,196.0,82,33.32,322.7,82.0,27.43,225.6,120,,3.7,5,1.0,1.0,False
313,OH,84.0,408,No,No,0,159.5,125,27.12,247.1,90.0,21.0,187.9,82,,7.2,4,1.94,2.0,False
314,KS,137.0,415,No,No,0,230.2,113,39.13,220.4,79.0,18.73,204.7,111,,10.7,7,2.89,4.0,False
315,CT,99.0,415,No,No,0,146.7,64,24.94,274.0,99.0,23.29,321.3,98,14.46,8.9,1,2.4,3.0,False
316,WI,85.0,415,No,No,0,102.0,95,17.34,270.2,139.0,22.97,148.2,105,6.67,10.7,3,2.89,1.0,False
317,MS,150.0,510,No,No,0,126.0,99,21.42,238.5,,20.27,285.1,100,12.83,10.2,6,2.75,3.0,False
318,WV,43.0,415,No,No,0,168.4,125,28.63,243.8,89.0,20.72,214.7,102,,11.1,2,3.0,1.0,False
319,MD,98.0,415,No,No,0,206.5,92,35.11,176.2,152.0,14.98,232.8,115,10.48,12.4,5,3.35,,False
320,PA,112.0,510,No,No,0,217.1,76,36.91,205.2,,17.44,185.7,91,8.36,9.4,3,2.54,2.0,False
321,WI,16.0,510,No,No,0,229.6,78,39.03,205.7,108.0,17.48,166.2,91,,10.8,2,2.92,0.0,True
322,TN,98.0,415,No,Yes,22,278.3,89,47.31,93.4,143.0,7.94,107.6,42,4.84,9.7,5,2.62,,False
323,IL,84.0,510,No,No,0,181.5,129,,130.7,112.0,11.11,186.5,118,8.39,8.5,4,2.3,1.0,False
324,DC,66.0,415,No,No,0,167.3,91,28.44,230.0,68.0,19.55,191.7,118,8.63,10.6,5,2.86,1.0,True
325,GA,98.0,415,No,Yes,31,121.0,105,20.57,218.9,98.0,18.61,226.7,110,,12.0,1,3.24,1.0,False
326,ID,74.0,415,No,No,0,221.1,124,37.59,110.8,94.0,9.42,240.1,112,10.8,10.6,3,2.86,0.0,False
327,KY,119.0,510,No,No,0,222.8,122,37.88,163.2,107.0,13.87,160.6,112,7.23,11.2,6,3.02,1.0,False
328,OH,73.0,415,No,No,0,183.4,80,31.18,242.0,115.0,20.57,201.4,100,9.06,7.5,3,2.03,4.0,False
329,WI,,415,Yes,No,0,264.3,91,44.93,160.9,115.0,13.68,198.6,73,8.94,9.3,5,2.51,0.0,False
330,IL,21.0,415,No,No,0,146.0,78,24.82,109.7,79.0,9.32,247.4,108,11.13,6.8,7,1.84,0.0,False
331,DE,122.0,510,No,No,0,157.1,134,26.71,184.9,122.0,15.72,197.2,59,8.87,8.5,5,2.3,4.0,True
332,RI,133.0,510,Yes,No,0,127.3,108,21.64,251.3,,21.36,135.0,88,6.08,10.3,3,2.78,,False
333,TX,145.0,415,No,No,0,187.9,110,31.94,197.0,117.0,16.75,167.0,108,7.52,4.8,4,1.3,,False
334,OR,25.0,408,No,No,0,178.8,90,30.4,141.2,72.0,12.0,203.0,99,9.14,8.4,5,2.27,2.0,False
335,MS,126.0,415,No,No,0,256.5,112,43.61,199.5,90.0,16.96,188.3,122,8.47,7.0,5,1.89,3.0,False
336,OR,76.0,415,No,No,0,169.5,77,28.82,124.0,87.0,10.54,219.4,92,9.87,10.0,3,2.7,0.0,False
337,DE,113.0,415,No,No,0,239.7,47,40.75,282.9,110.0,24.05,238.4,88,10.73,8.7,3,2.35,2.0,True
338,DE,224.0,510,Yes,No,0,171.5,99,,160.0,103.0,13.6,212.4,102,9.56,5.0,2,1.35,1.0,True
339,SD,128.0,408,No,Yes,34,142.3,73,24.19,194.8,79.0,16.56,239.3,81,10.77,16.0,6,4.32,1.0,False
340,NV,115.0,415,No,No,0,184.1,98,31.3,327.0,73.0,27.8,212.5,106,9.56,7.5,6,2.03,2.0,False
341,NM,141.0,415,No,Yes,28,206.9,126,35.17,264.4,126.0,22.47,171.8,124,7.73,9.3,11,2.51,2.0,False
342,MN,51.0,510,No,No,0,259.9,114,,176.2,94.0,14.98,77.2,112,3.47,15.3,1,4.13,1.0,False
343,NJ,100.0,415,No,No,0,203.8,122,,283.1,76.0,24.06,197.3,83,8.88,12.5,3,3.38,0.0,False
344,IN,96.0,415,No,Yes,45,248.8,124,42.3,140.3,77.0,11.93,263.6,102,11.86,10.3,2,2.78,3.0,False
345,ME,163.0,415,No,No,0,122.4,129,20.81,113.4,108.0,9.64,180.2,97,8.11,12.5,7,3.38,1.0,False
346,NH,67.0,415,No,Yes,40,104.9,65,17.83,216.3,93.0,18.39,217.4,128,9.78,9.6,9,2.59,1.0,False
347,OR,49.0,510,No,No,0,119.4,69,20.3,273.3,92.0,23.23,214.4,153,9.65,12.4,7,3.35,2.0,False
348,KS,46.0,510,No,No,0,250.3,100,42.55,260.6,90.0,22.15,195.0,104,8.78,13.3,2,3.59,2.0,True
349,NE,148.0,415,No,No,0,178.3,98,30.31,282.6,110.0,24.02,181.0,98,8.15,11.4,4,3.08,1.0,False
350,MI,112.0,510,No,No,0,243.4,77,41.38,182.1,97.0,15.48,259.2,94,11.66,12.8,2,3.46,1.0,False
351,SC,78.0,415,No,No,0,155.0,106,26.35,175.3,101.0,14.9,155.6,125,7.0,11.8,5,3.19,2.0,False
352,PA,61.0,408,No,Yes,31,288.7,101,49.08,203.8,102.0,17.32,203.2,49,9.14,8.6,3,2.32,0.0,False
353,MT,58.0,510,No,Yes,29,240.4,80,40.87,118.9,91.0,10.11,164.2,108,7.39,11.2,3,3.02,1.0,False
354,NM,155.0,415,No,No,0,190.3,123,32.35,301.3,96.0,25.61,214.6,134,9.66,8.0,3,2.16,1.0,False
355,OH,100.0,510,No,No,0,278.0,76,47.26,176.7,74.0,15.02,219.5,126,9.88,8.3,4,2.24,,True
356,WY,113.0,510,No,No,0,155.0,93,26.35,330.6,106.0,28.1,189.4,123,8.52,13.5,3,3.65,1.0,False
357,AR,135.0,510,No,Yes,27,273.4,141,46.48,154.0,99.0,13.09,245.8,112,,12.3,6,3.32,1.0,False
358,FL,99.0,408,No,No,0,155.3,93,26.4,265.7,95.0,22.58,145.7,67,6.56,12.4,4,3.35,,False
359,AR,,510,No,Yes,29,133.1,114,22.63,221.2,82.0,18.8,131.6,103,5.92,6.8,3,1.84,1.0,False
360,MO,135.0,510,No,No,0,246.8,129,41.96,187.8,121.0,15.96,154.5,109,6.95,12.6,5,3.4,1.0,False
361,WI,85.0,408,Yes,No,0,165.4,107,28.12,196.0,126.0,16.66,349.2,110,15.71,9.6,7,2.59,2.0,False
362,TX,88.0,510,No,No,0,138.3,116,23.51,236.0,138.0,20.06,179.1,110,8.06,9.6,4,2.59,3.0,False
363,NM,55.0,510,No,No,0,286.7,100,48.74,134.4,121.0,11.42,192.9,122,8.68,6.9,5,1.86,2.0,False
364,GA,75.0,415,No,No,0,117.3,114,19.94,201.1,61.0,17.09,107.9,82,4.86,12.2,3,3.29,1.0,False
365,KS,86.0,408,No,Yes,23,225.5,107,38.34,246.3,105.0,20.94,245.7,81,11.06,9.8,2,2.65,0.0,False
366,OH,97.0,408,No,No,0,256.4,125,43.59,273.9,100.0,23.28,222.7,101,10.02,11.1,1,3.0,1.0,True
367,MA,88.0,415,No,No,0,264.8,124,45.02,245.4,112.0,20.86,160.5,115,7.22,14.8,2,4.0,1.0,True
368,KY,54.0,408,No,No,0,159.8,99,27.17,264.0,64.0,22.44,115.7,70,,9.7,7,2.62,2.0,False
369,DC,11.0,415,No,Yes,28,190.6,86,32.4,220.1,122.0,18.71,180.3,80,8.11,6.0,3,1.62,3.0,False
370,WA,109.0,415,No,No,0,184.0,120,31.28,120.4,119.0,10.23,153.7,86,6.92,11.0,3,2.97,0.0,False
371,UT,90.0,415,No,No,0,261.8,128,44.51,220.6,104.0,18.75,136.6,91,,9.6,5,2.59,1.0,False
372,NV,91.0,408,No,No,0,133.7,75,22.73,195.3,87.0,16.6,280.5,89,12.62,5.9,2,1.59,,False
373,ND,105.0,415,No,Yes,23,193.5,85,32.9,220.2,90.0,18.72,272.4,111,12.26,8.5,5,2.3,0.0,False
374,NV,71.0,415,Yes,No,0,178.2,113,30.29,167.8,94.0,14.26,182.1,111,8.19,13.6,3,3.67,3.0,True
375,FL,132.0,510,No,Yes,36,226.2,103,38.45,181.6,125.0,15.44,258.8,102,11.65,10.5,5,2.84,3.0,True
376,MD,,415,No,No,0,170.4,103,,200.2,71.0,17.02,258.3,100,11.62,11.6,4,3.13,1.0,False
377,AL,41.0,510,No,Yes,34,194.4,63,33.05,254.9,110.0,21.67,160.2,115,7.21,17.2,9,4.64,2.0,False
378,NE,44.0,415,No,No,0,240.3,146,40.85,164.6,83.0,13.99,240.7,106,10.83,10.6,2,2.86,,False
379,NV,,408,No,No,0,75.0,116,,248.7,87.0,21.14,176.0,83,7.92,9.5,6,2.57,3.0,False
380,IL,149.0,408,No,No,0,69.1,117,11.75,136.3,100.0,11.59,181.7,53,8.18,6.3,3,1.7,1.0,False
381,WV,,510,No,Yes,33,96.6,59,16.42,315.4,98.0,26.81,163.3,117,7.35,6.2,4,1.67,4.0,True
382,AR,74.0,510,No,No,0,148.5,111,25.25,146.5,42.0,12.45,289.2,83,13.01,9.9,6,2.67,3.0,False
383,UT,50.0,510,No,No,0,258.1,106,43.88,161.4,106.0,13.72,225.1,110,10.13,11.7,5,3.16,1.0,False
384,GA,141.0,510,No,Yes,23,149.7,112,25.45,162.5,118.0,13.81,220.3,115,9.91,7.6,2,2.05,3.0,False
385,AZ,140.0,408,No,No,0,149.8,134,25.47,164.4,98.0,13.97,294.7,124,13.26,8.1,2,2.19,1.0,False
386,ID,99.0,408,No,No,0,190.4,102,32.37,158.1,107.0,13.44,271.5,92,12.22,11.2,4,3.02,,False
387,HI,166.0,408,No,No,0,181.4,108,30.84,253.8,54.0,21.57,112.3,94,5.05,11.6,6,3.13,1.0,False
388,MD,74.0,415,No,No,0,155.7,116,,173.7,63.0,14.76,257.4,97,11.58,8.1,4,2.19,0.0,False
389,GA,117.0,510,No,No,0,149.9,95,25.48,256.1,110.0,21.77,212.7,92,9.57,13.3,13,3.59,2.0,False
390,GA,85.0,510,No,No,0,222.3,132,37.79,231.5,101.0,19.68,223.5,75,,11.0,2,2.97,3.0,False
391,UT,36.0,415,No,Yes,16,149.4,111,,131.8,113.0,11.2,132.7,87,5.97,6.7,2,1.81,0.0,False
392,IN,76.0,415,No,No,0,204.2,100,,292.6,139.0,24.87,244.3,105,10.99,10.5,2,2.84,0.0,False
393,VT,165.0,510,No,No,0,242.9,126,41.29,209.8,65.0,17.83,228.4,126,10.28,0.0,0,0.0,1.0,False
394,IA,130.0,415,No,No,0,150.4,119,,230.5,99.0,19.59,186.3,76,8.38,12.3,4,3.32,1.0,False
395,ME,92.0,415,Yes,No,0,130.7,113,22.22,260.6,122.0,22.15,244.2,98,10.99,9.4,2,2.54,2.0,True
396,MD,18.0,408,No,No,0,273.6,93,46.51,114.6,116.0,9.74,250.6,120,11.28,8.2,4,2.21,1.0,False
397,FL,161.0,415,Yes,No,0,156.1,114,,180.3,63.0,15.33,179.6,115,,11.1,9,3.0,2.0,False
398,CA,,415,No,Yes,36,178.7,134,30.38,178.6,102.0,15.18,126.8,82,5.71,8.0,4,2.16,2.0,False
399,AL,144.0,415,No,No,0,177.5,93,30.18,287.4,,24.43,180.5,118,8.12,11.9,3,3.21,2.0,False
400,WV,95.0,415,No,No,0,175.2,91,29.78,244.4,109.0,20.77,75.8,95,,7.5,2,2.03,1.0,False
401,FL,124.0,415,No,Yes,28,251.4,104,42.74,225.1,89.0,19.13,251.9,121,11.34,7.5,5,2.03,1.0,False
402,MI,,415,Yes,No,0,216.9,61,36.87,207.4,120.0,17.63,221.7,110,9.98,17.5,5,4.73,1.0,True
403,MI,109.0,415,Yes,Yes,26,217.2,138,36.92,145.5,111.0,12.37,280.7,76,12.63,9.3,3,2.51,0.0,False
404,NM,80.0,510,No,No,0,206.3,97,35.07,154.9,98.0,13.17,263.6,82,11.86,12.4,12,3.35,0.0,False
405,AK,41.0,415,No,No,0,159.3,66,27.08,125.9,75.0,10.7,261.9,76,11.79,11.1,5,3.0,1.0,False
406,OH,136.0,415,No,Yes,31,143.1,88,24.33,236.6,65.0,20.11,227.8,120,,11.4,5,3.08,2.0,False
407,KS,143.0,408,No,Yes,24,186.6,69,31.72,222.0,116.0,18.87,234.9,138,10.57,11.6,5,3.13,1.0,False
408,MS,118.0,415,No,Yes,26,170.8,114,29.04,199.5,125.0,16.96,169.7,98,7.64,9.6,5,2.59,5.0,True
409,VT,193.0,408,No,Yes,17,124.0,102,21.08,202.9,81.0,17.25,205.1,129,9.23,12.3,3,3.32,1.0,False
410,NE,73.0,415,No,No,0,198.3,94,33.71,279.3,101.0,23.74,146.2,87,6.58,14.8,8,4.0,3.0,False
411,VA,,408,No,No,0,172.8,101,29.38,204.8,97.0,17.41,240.8,90,10.84,9.1,8,2.46,,False
412,DE,,415,No,Yes,30,217.4,74,36.96,213.8,86.0,18.17,227.2,104,10.22,6.6,3,1.78,0.0,False
413,AL,60.0,408,Yes,Yes,29,265.9,113,45.2,215.8,94.0,18.34,108.1,82,4.86,14.0,12,3.78,0.0,True
414,ID,148.0,510,No,Yes,14,93.6,137,15.91,193.8,72.0,16.47,144.9,84,6.52,17.5,5,4.73,1.0,False
415,MS,96.0,510,No,No,0,98.2,100,,307.2,88.0,26.11,182.5,120,8.21,7.6,1,2.05,2.0,False
416,NM,87.0,415,No,No,0,168.2,92,28.59,224.7,100.0,19.1,169.5,99,7.63,12.9,3,3.48,1.0,False
417,WI,41.0,408,No,No,0,202.9,97,34.49,153.8,104.0,13.07,113.5,92,5.11,9.0,3,2.43,3.0,False
418,WV,112.0,415,No,No,0,261.4,108,44.44,154.5,,13.13,130.9,90,5.89,11.6,2,3.13,,False
419,SC,88.0,510,No,No,0,73.3,86,12.46,161.4,82.0,13.72,239.6,76,10.78,8.2,3,2.21,,True
420,KY,122.0,408,No,Yes,27,253.7,84,43.13,229.2,109.0,19.48,190.5,123,8.57,9.2,5,2.48,7.0,False
421,MO,61.0,408,No,No,0,45.0,108,7.65,151.3,74.0,12.86,152.9,94,6.88,9.8,6,2.65,2.0,False
422,OK,176.0,408,No,No,0,47.4,125,8.06,167.8,90.0,14.26,163.1,107,,10.5,8,2.84,2.0,False
423,MI,30.0,510,No,No,0,227.4,88,38.66,182.5,100.0,15.51,191.7,134,8.63,12.5,3,3.38,0.0,False
424,ID,46.0,415,No,No,0,124.8,133,21.22,157.3,143.0,13.37,199.3,72,8.97,8.6,4,2.32,2.0,False
425,DC,100.0,510,Yes,No,0,68.5,110,11.65,337.1,115.0,28.65,205.2,99,9.23,12.1,9,3.27,0.0,False
426,NY,47.0,415,No,Yes,37,163.5,77,27.8,203.1,102.0,17.26,232.0,87,10.44,7.8,4,2.11,,False
427,AL,77.0,415,No,No,0,163.0,112,27.71,219.1,,18.62,233.4,66,10.5,6.7,3,1.81,,False
